Gene_Symbol	Gene_Id	Disease_Id	Psychiatric_disorder	Pubmed_Id	Association_Type	Sentence
XPR1	9213	C0036341	Schizophrenia spectrum and other psychotic disorders	12627459	False Association	Moreover, Nurr1 forms a heterodimer with the retinoid <span class="gene" id="12627459-3-54-64">X receptor</span> and disturbances in the retinoid-signaling cascade may be involved in susceptibility to <span class="disease" id="12627459-3-153-166">schizophrenia</span>.
GSTM1	2944	C0556303	Alcohol use disorders	16758119	False Association	Interaction of genetic polymorphisms in cytochrome P450 2E1 and <span class="gene" id="16758119-0-64-92">glutathione S-transferase M1</span> to breast cancer in Taiwanese woman without smoking and <span class="disease" id="16758119-0-149-164">drinking habits</span>.
IL1A	3552	C1879677	Alcohol use disorders	16916584	False Association	<span class="gene" id="16916584-0-0-19">Interleukin-1 alpha</span> and beta, TNF-alpha and HTTLPR gene variants study on <span class="disease" id="16916584-0-74-90">alcohol toxicity</span> and detoxification outcome.
UGT1A7	54577	C0001969	Alcohol use disorders	19360737	False Association	Stratified analyses demonstrated that high activity <span class="gene" id="19360737-6-52-58">UGT1A7</span> polymorphisms were even more significantly present in patients with laryngeal cancer, older patients, heavy smokers, and <span class="disease" id="19360737-6-180-194">heavy drinkers</span> when compared with the control subjects.
RETN	56729	C0001973	Alcohol use disorders	21169611	False Association	Anyway, this preliminary retrospective analysis does not support the hypothesis that the investigated AR polymorphism has a major modifying effect on adiponectin or <span class="gene" id="21169611-11-165-173">resistin</span> serum levels in patients with <span class="disease" id="21169611-11-204-214">alcoholism</span>.
RARA	5914	C0001973	Alcohol use disorders	15635645	False Association	To test the hypothesis that genetic variants of the retinoid receptor genes may predispose to schizophrenia and other psychiatric diseases, the six <span class="gene" id="15635645-3-148-151">RAR</span> and RXR genes and a heterodimer partner, the NURR1 gene, were scanned in 100 schizophrenia patients, along with pilot studies in 20-24 patients with bipolar disorder (BPD), attention-deficit hyperactivity disorder (ADHD), autism, or <span class="disease" id="15635645-3-385-395">alcoholism</span>.
CXCR4	7852	C0740858	Alcohol use disorders	14741421	False Association	To investigate the effects of <span class="disease" id="14741421-2-30-45">substance abuse</span> on HIV infections, we compared virus-specific cytotoxic T lymphocyte (CTL) responses and the expression of IL-16, TGF-beta1, and <span class="gene" id="14741421-2-175-180">CXCR4</span> in three different cohorts of HIV-infected patients: (1) long-term nonprogressors (LT-NPs) of HIV infection who do not use recreational drugs; (2) nondrugs using normal progressors (NPs), and (3) drugs using NPs.
CCK	885	C0001973	Alcohol use disorders	12198366	False Association	We previously reported genetic variations in the promoter and coding regions of the CCKA receptor (CCKAR), CCKBR, and <span class="gene" id="12198366-2-118-121">CCK</span> genes and a possible association between polymorphisms of the CCKAR gene and <span class="disease" id="12198366-2-199-209">alcoholism</span>.
FAAH	2166	C3160814	Cannabis use disorders	23625705	False Association	This study demonstrates definitively that <span class="gene" id="23625705-10-42-46">FAAH</span> inhibitors provide a new class of anti-spastic agents that may have utility in treating spasticity in MS and avoid the dose-limiting side effects associated with <span class="disease" id="23625705-10-209-221">cannabis use</span>.
RAB3A	5864	C0600427	Cocaine use disorders	21426264	False Association	We examined the possible contribution to <span class="disease" id="21426264-4-41-59">cocaine dependence</span> of 16 genes involved in the cellular machinery that controls neurotransmitter release: genes encoding proteins of the SNARE complex (STX1A, SNAP25, VAMP1 and VAMP2), fusion control elements (SYT1, SYT2, CPLX1, CPLX2, CPLX3 and CPLX4) and regulatory elements (STXBP1, SYP, SNPH, NSF, NAPA and <span class="gene" id="21426264-4-352-357">RAB3A</span>).
STX1A	6804	C0600427	Cocaine use disorders	21426264	False Association	We examined the possible contribution to <span class="disease" id="21426264-4-41-59">cocaine dependence</span> of 16 genes involved in the cellular machinery that controls neurotransmitter release: genes encoding proteins of the SNARE complex (<span class="gene" id="21426264-4-193-198">STX1A</span>, SNAP25, VAMP1 and VAMP2), fusion control elements (SYT1, SYT2, CPLX1, CPLX2, CPLX3 and CPLX4) and regulatory elements (STXBP1, SYP, SNPH, NSF, NAPA and RAB3A).
NAPA	8775	C0600427	Cocaine use disorders	21426264	False Association	We examined the possible contribution to <span class="disease" id="21426264-4-41-59">cocaine dependence</span> of 16 genes involved in the cellular machinery that controls neurotransmitter release: genes encoding proteins of the SNARE complex (STX1A, SNAP25, VAMP1 and VAMP2), fusion control elements (SYT1, SYT2, CPLX1, CPLX2, CPLX3 and CPLX4) and regulatory elements (STXBP1, SYP, SNPH, NSF, <span class="gene" id="21426264-4-343-347">NAPA</span> and RAB3A).
CHI3L1	1116	C0560219	Alcohol use disorders	25225167	False Association	<span class="disease" id="25225167-9-0-29">Excessive alcohol consumption</span> combined with <span class="gene" id="25225167-9-44-50">YKL-40</span> concentrations in the top 5% was associated with 10-year risk of alcoholic liver cirrhosis of up to 7% in ever-smokers and 2% in never-smokers.
CHM	1121	C0001956	Alcohol use disorders	19196539	False Association	Our findings suggest that SNCA <span class="gene" id="19196539-15-31-35">REP1</span> genotype and <span class="disease" id="19196539-15-49-70">alcohol use disorders</span> are independently associated with PD.
CNR2	1269	C0740858	Alcohol use disorders	17356307	False Association	This multifocal expression of iCB2 in the brain suggests that <span class="gene" id="17356307-11-62-65">CB2</span> receptors may play broader roles than previously anticipated and may therefore be exploited as new targets in the treatment of depression and <span class="disease" id="17356307-11-208-223">substance abuse</span>.
CNR2	1269	C0740858	Alcohol use disorders	18286196	False Association	Therefore, neuronal expression of <span class="gene" id="18286196-3-34-39">CB2-R</span>s had been ambiguous and controversial and its role in depression and <span class="disease" id="18286196-3-109-124">substance abuse</span> is unknown.
CNR2	1269	C0740858	Alcohol use disorders	18286196	False Association	Our data demonstrate the functional expression of <span class="gene" id="18286196-10-50-55">CB2-R</span>s in brain that may provide novel targets for the effects of cannabinoids in depression and <span class="disease" id="18286196-10-147-172">substance abuse disorders</span> beyond neuro-immunocannabinoid activity.
ALDH1B1	219	C0678306	Alcohol use disorders	26086111	False Association	Studies in humans indicate that <span class="gene" id="26086111-3-32-39">ALDH1B1</span> may be associated with <span class="disease" id="26086111-3-63-82">alcohol sensitivity</span> and stem cells.
GPX1	2876	C0853206	Alcohol use disorders	19428376	False Association	<span class="gene" id="19428376-0-0-4">GPX1</span> Pro(198)Leu polymorphism, erythrocyte GPX activity, <span class="disease" id="19428376-0-57-81">interaction with alcohol</span> consumption and smoking, and risk of colorectal cancer.
GSTT1	2952	C0001973	Alcohol use disorders	18986377	False Association	However, the gene deletion of GSTM1 and <span class="gene" id="18986377-13-40-45">GSTT1</span>, and the C-allele of NQO1 cannot be ruled out for association with <span class="disease" id="18986377-13-113-123">alcoholism</span>.
CXCL10	3627	C0394996	Alcohol use disorders	17889309	False Association	We therefore investigated the effect of <span class="disease" id="17889309-3-40-66">acute alcohol intoxication</span> on the pulmonary response to intratracheal (i.t.) LPS challenge for the ELR- CXC chemokines monokine induced by gamma (MIG or CXCL9), interferon-inducible protein 10 (<span class="gene" id="17889309-3-234-239">IP-10</span> or <span class="gene" id="17889309-3-243-249">CXCL10</span>), and interferon-inducible T cell alpha chemoattractant (I-TAC or CXCL11).
LPL	4023	C0337677	Alcohol use disorders	11403097	False Association	The other three heterozygotes for <span class="gene" id="11403097-7-34-37">LPL</span>(Arita) were <span class="disease" id="11403097-7-50-67">moderate drinkers</span>, and all of them had both remarkable hypertriglyceridemia and mild hypercholesterolemia due to increased very-low-density lipoproteins (VLDL).
SMAD2	4087	C0085762	Alcohol use disorders	16842329	False Association	Western blot analysis on human <span class="disease" id="16842329-8-31-34">ALC</span> and HC indicated a high similarity with canine samples in TGF-beta1 expression and <span class="gene" id="16842329-8-118-123">Smad2</span>/3 phosphorylation.
MPI	4351	C0560219	Alcohol use disorders	24508628	False Association	Asymptomatic <span class="gene" id="24508628-0-13-37">phosphomannose isomerase</span> deficiency (<span class="gene" id="24508628-0-50-53">MPI</span>-CDG) initially mistaken for <span class="disease" id="24508628-0-82-111">excessive alcohol consumption</span>.
MPI	4351	C0560219	Alcohol use disorders	24508628	False Association	If asymptomatic <span class="gene" id="24508628-11-16-19">MPI</span>-CDG subjects undergo CDT screening, their highly elevated test results may be wrongly interpreted as caused by <span class="disease" id="24508628-11-131-160">excessive alcohol consumption</span>.
NPY1R	4886	C0236663	Alcohol use disorders	18828811	False Association	Several lines of evidence in both human and animal studies suggest that variation in neuropeptide Y (NPY) or its receptor genes (<span class="gene" id="18828811-1-129-134">NPY1R</span>, NPY2R and NPY5R) is associated with <span class="disease" id="18828811-1-172-190">alcohol dependence</span> as well as <span class="disease" id="18828811-1-202-220">alcohol withdrawal</span> symptoms.
OXA1L	5018	C0001956	Alcohol use disorders	24630744	False Association	Given the potential relationship between certain miRNAs and <span class="disease" id="24630744-2-60-81">alcohol use disorders</span> (<span class="disease" id="24630744-2-83-86">AUD</span>s), this study was designed to explore the association between two polymorphisms within hsa-miR-146a and <span class="gene" id="24630744-2-191-194">hsa</span>-miR-196a2 genes and susceptibility to these diseases.
PIK3CA	5290	C0001973	Alcohol use disorders	18606955	False Association	Genotype profiles for GLAST; N-methyl-d-aspartate-receptor subunits NR1, NR2A, and NR2B; MGLUR5; NNOS; PRKG2; CAMK4; the regulatory subunit of <span class="gene" id="18606955-9-143-147">PI3K</span>; and CREB were analyzed for association with <span class="disease" id="18606955-9-193-211">alcohol dependence</span> using multivariate statistical analysis.
